,Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,Mo Sold,Sale Type,Age
89,2895,1,1,0.0,16669,IR1,0,Corner,0,0,1Fam,1Story,8,6,1981,Hip,Plywood,Plywood,0,653.0,0,0,CBlock,1,0,0,Unf,0,Unf,1686,1686,0,1707,0,1707,0,2,1,2,0,6,1,0,1,1981.0,0,511,574,64,0,1,0,25
90,687,0,1,60.0,8064,Reg,0,Corner,0,0,1Fam,1.5Fin,6,7,1948,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,LwQ,120,Unf,744,864,0,1064,0,1495,0,1,0,3,0,6,0,0,0,1994.0,0,576,180,36,0,8,0,15
91,1822,1,1,0.0,7758,IR1,0,Corner,0,0,1Fam,1Story,5,7,1962,Gable,HdBoard,Plywood,0,0.0,0,0,CBlock,0,0,0,ALQ,588,Unf,411,999,0,999,0,999,1,1,0,3,0,6,0,0,0,1963.0,0,264,0,132,0,3,0,6
92,2191,0,1,70.0,11767,Reg,0,Inside,0,0,1Fam,2Story,4,7,1910,Gable,MetalSd,HdBoard,0,0.0,0,0,CBlock,0,0,0,Unf,0,Unf,560,560,0,796,550,1346,0,1,1,2,0,6,0,0,0,1950.0,0,384,168,24,0,5,0,7
93,179,0,0,50.0,6900,Reg,0,Corner,0,0,1Fam,1.5Fin,6,7,1938,Gable,MetalSd,MetalSd,0,0.0,0,0,PConc,1,0,0,Unf,0,Unf,827,827,0,827,424,1251,0,1,0,3,0,6,0,0,0,1938.0,0,240,0,0,0,1,0,10
94,1009,1,1,40.0,4671,IR1,1,Inside,1,0,TwnhsE,1Story,8,5,1988,Gable,HdBoard,HdBoard,0,0.0,0,0,PConc,1,0,0,GLQ,767,Unf,461,1228,0,1228,0,1228,1,2,0,2,0,5,1,1,1,1988.0,1,472,168,120,0,10,0,19
95,2010,0,0,50.0,6125,Reg,0,Inside,0,0,1Fam,1.5Fin,5,7,1939,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,Rec,306,Unf,422,728,1,728,546,1274,0,2,0,3,0,6,0,0,0,1939.0,0,224,0,0,192,3,0,9
96,1991,0,0,53.0,9863,Reg,0,Inside,0,0,1Fam,2Story,6,6,1927,Gambrel,Wd Sdng,Wd Sdng,0,0.0,0,0,BrkTil,0,0,0,LwQ,196,Rec,322,728,0,914,728,1642,0,1,1,4,0,9,1,1,0,1927.0,0,374,0,0,0,3,0,57
97,1411,1,1,68.0,9571,Reg,0,Inside,0,0,1Fam,1Story,5,6,1956,Hip,Wd Sdng,Wd Sdng,0,0.0,0,0,CBlock,0,0,0,Rec,870,Unf,639,1509,0,1509,0,1509,1,1,0,3,0,6,1,0,1,1956.0,0,322,158,0,0,7,0,52
98,1721,1,1,34.0,4590,Reg,0,Inside,1,0,Twnhs,1Story,8,5,2006,Gable,VinylSd,VinylSd,1,108.0,0,0,PConc,1,1,0,GLQ,24,Unf,1530,1554,1,1554,0,1554,0,2,0,2,0,6,1,1,1,2006.0,0,627,156,73,0,5,0,1
99,1144,1,1,65.0,8450,Reg,0,Inside,0,0,1Fam,2Story,6,5,2001,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,GLQ,472,Unf,355,827,1,827,850,1677,1,2,1,3,0,7,0,0,1,2001.0,0,627,0,68,0,9,0,7
100,593,1,1,70.0,8400,Reg,0,Inside,0,0,1Fam,2Story,8,6,2001,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,GLQ,643,Unf,167,810,1,810,855,1665,1,2,1,3,0,6,0,0,1,2001.0,1,528,0,45,0,11,0,8
101,575,1,1,0.0,14694,IR1,0,Inside,1,0,1Fam,1Story,8,9,1977,Gable,MetalSd,MetalSd,0,450.0,1,1,CBlock,1,1,1,GLQ,1252,ALQ,306,1694,1,1694,0,1694,1,2,0,2,1,5,1,1,1,1977.0,1,642,501,120,0,6,0,1
102,1249,1,1,95.0,14250,Reg,0,Inside,0,0,1Fam,1Story,6,5,1957,Gable,Plywood,Plywood,0,360.0,0,0,CBlock,0,0,0,Unf,0,Unf,998,998,0,1790,0,1790,0,2,0,3,0,6,2,1,1,1957.0,1,540,0,40,0,9,0,51
103,1604,1,1,37.0,6951,IR1,0,CulDSac,0,0,1Fam,1Story,5,5,1984,Gable,HdBoard,Plywood,0,0.0,0,0,CBlock,0,0,0,ALQ,658,Unf,218,876,0,923,0,923,1,1,0,3,0,5,0,0,1,1984.0,0,264,362,0,0,10,0,23
104,1064,1,1,106.0,12720,Reg,1,Inside,1,0,1Fam,1Story,10,5,2003,Hip,MetalSd,MetalSd,1,680.0,1,0,PConc,1,0,1,GLQ,2257,Unf,278,2535,1,2470,0,2470,2,1,1,1,1,7,2,1,1,2003.0,1,789,154,65,0,2,0,5
105,1923,1,1,90.0,11988,IR1,0,Corner,0,0,1Fam,1Story,6,6,1957,Gable,VinylSd,VinylSd,0,0.0,0,0,CBlock,0,0,0,Rec,777,Unf,467,1244,1,1244,0,1244,0,1,1,3,0,6,2,1,1,1957.0,0,336,0,40,0,5,0,50
106,1988,0,0,40.0,3880,Reg,0,Inside,0,0,1Fam,1Story,5,9,1945,Gable,VinylSd,VinylSd,0,0.0,0,0,CBlock,0,0,0,ALQ,329,Unf,357,686,0,866,0,866,0,1,0,2,0,4,0,0,0,NA,0,0,58,42,0,8,0,10
107,2325,1,1,0.0,7685,IR1,0,Inside,0,0,1Fam,2Story,6,5,1993,Gable,HdBoard,HdBoard,0,112.0,0,0,PConc,1,0,0,ALQ,518,Unf,179,697,0,697,804,1501,0,2,1,3,0,6,1,0,1,1993.0,1,420,190,63,0,5,0,12
108,114,0,1,0.0,18837,IR1,0,Inside,0,0,1Fam,1.5Fin,6,5,1978,Gable,MetalSd,MetalSd,0,0.0,0,0,PConc,1,0,0,ALQ,687,LwQ,491,1224,0,1287,604,1891,0,3,0,3,0,7,1,0,1,1978.0,0,678,0,69,0,4,0,32
109,2700,0,1,120.0,11136,Reg,0,Corner,0,0,Duplex,1Story,6,5,1964,Gable,BrkFace,BrkFace,0,0.0,0,0,CBlock,0,0,0,Unf,0,Unf,1921,1921,0,1921,0,1921,0,2,0,4,0,8,0,0,0,1964.0,0,576,0,180,0,7,0,42
110,217,0,1,72.0,10773,Reg,0,Inside,0,0,Duplex,1Story,4,3,1967,Gable,Plywood,Plywood,0,72.0,0,0,CBlock,0,0,0,ALQ,704,Unf,1128,1832,0,1832,0,1832,2,2,0,4,0,8,0,0,0,NA,0,0,0,58,0,5,0,43
111,343,1,1,85.0,10200,Reg,0,Inside,0,0,1Fam,1Story,6,5,1974,Hip,Plywood,Plywood,0,440.0,0,0,CBlock,0,0,0,LwQ,844,Unf,590,1434,0,1434,0,1434,1,2,0,4,0,7,1,1,1,1974.0,0,528,80,21,0,6,0,35
112,386,1,1,0.0,7500,Reg,0,Inside,0,0,1Fam,2Story,8,5,2000,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,Unf,0,Unf,1058,1058,1,1058,816,1874,0,2,1,3,0,7,1,0,1,2000.0,1,588,0,134,0,3,0,8
113,2005,0,0,76.0,11800,Reg,0,Inside,0,0,1Fam,SLvl,4,7,1949,Gable,Stucco,Wd Sdng,0,0.0,0,0,Slab,0,0,0,NA,0,NA,0,0,1,1382,0,1382,0,2,0,1,0,6,1,0,1,1957.0,0,384,0,40,0,5,0,5
114,2908,1,1,90.0,17217,Reg,0,Inside,0,0,1Fam,1Story,5,5,2006,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,Unf,0,Unf,1140,1140,1,1140,0,1140,0,1,0,3,0,6,0,0,0,NA,0,0,36,56,0,7,0,0
115,1814,1,1,0.0,16196,IR3,0,Inside,0,0,1Fam,1Story,7,5,1998,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,1,GLQ,1443,Unf,39,1482,1,1494,0,1494,1,2,0,3,0,5,1,0,1,1998.0,0,514,402,25,0,8,0,9
116,2446,1,1,118.0,35760,IR1,0,CulDSac,1,0,1Fam,2Story,10,5,1995,Hip,HdBoard,HdBoard,0,1378.0,0,0,PConc,1,0,1,GLQ,1387,Unf,543,1930,1,1831,1796,3627,1,3,1,4,0,10,1,0,1,1995.0,1,807,361,76,0,7,0,10
117,208,0,0,76.0,7630,Reg,0,Inside,0,0,2fmCon,2Story,5,9,1900,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,BrkTil,1,0,0,Unf,0,Unf,360,360,0,1032,780,1812,0,2,0,4,0,8,1,0,0,1999.0,0,672,344,0,40,5,0,14
118,1679,0,0,24.0,2016,Reg,0,Inside,0,0,TwnhsE,2Story,5,5,1970,Gable,HdBoard,HdBoard,0,304.0,0,0,CBlock,0,0,0,Unf,0,Unf,630,630,0,630,672,1302,0,2,1,3,0,6,0,0,0,1970.0,0,440,0,0,0,4,0,37
119,822,1,1,65.0,10816,IR1,0,Inside,0,0,1Fam,1Story,9,5,2008,Gable,VinylSd,VinylSd,1,364.0,1,0,PConc,1,0,1,GLQ,1104,Unf,616,1720,1,1720,0,1720,1,2,0,3,1,8,1,1,1,2008.0,0,846,208,104,0,11,0,1
120,6,1,1,78.0,9978,IR1,0,Inside,0,0,1Fam,2Story,6,6,1998,Gable,VinylSd,VinylSd,0,20.0,0,0,PConc,0,0,0,GLQ,602,Unf,324,926,1,926,678,1604,0,2,1,3,0,7,1,1,1,1998.0,1,470,360,36,0,6,0,12
121,1781,1,1,98.0,12291,IR1,0,Inside,0,0,1Fam,1Story,10,5,2007,Hip,CemntBd,CmentBd,0,754.0,1,0,PConc,1,0,0,GLQ,1572,Unf,394,1966,1,1966,0,1966,1,2,0,1,1,6,1,1,1,2007.0,1,1092,76,52,0,10,1,0
122,2397,1,1,86.0,11065,IR1,0,Inside,1,0,1Fam,2Story,8,5,2006,Gable,VinylSd,VinylSd,1,788.0,0,0,PConc,1,0,0,Unf,0,Unf,1085,1085,1,1120,850,1970,0,2,1,3,1,8,1,1,0,2006.0,1,753,177,74,0,10,1,0
123,2340,1,1,60.0,8147,Reg,1,Inside,1,0,TwnhsE,1Story,9,5,2005,Hip,MetalSd,MetalSd,0,230.0,0,0,PConc,1,0,1,GLQ,1191,Unf,523,1714,1,1714,0,1714,1,2,0,2,0,7,1,1,1,2005.0,1,517,156,55,0,8,0,1
124,1618,1,1,0.0,13869,IR2,0,Corner,0,0,1Fam,2Story,6,6,1997,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,GLQ,182,Unf,612,794,0,794,676,1470,0,2,0,3,0,6,0,0,1,1997.0,1,388,0,75,0,7,0,10
125,2843,0,1,60.0,6204,Reg,0,Inside,0,0,1Fam,2.5Fin,4,5,1912,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,PConc,0,0,0,Unf,0,Unf,795,795,0,954,795,2230,1,1,0,5,0,10,0,0,0,1997.0,0,440,0,188,0,3,0,56
126,1061,1,1,102.0,12151,IR1,0,Inside,1,0,1Fam,2Story,9,5,2005,Gable,CemntBd,CmentBd,0,368.0,0,0,PConc,1,0,0,GLQ,1249,Unf,165,1414,1,1414,917,2331,1,2,1,3,1,9,1,1,0,2005.0,1,1003,192,63,0,8,0,3
127,2786,1,1,120.0,9560,IR1,0,Corner,0,0,1Fam,1Story,5,7,1972,Hip,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,Rec,360,Unf,504,864,1,864,0,864,0,1,0,3,0,5,0,0,1,1972.0,0,288,0,0,0,6,0,34
128,1935,1,1,66.0,8923,Reg,0,Inside,0,0,1Fam,1Story,5,7,1953,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,CBlock,0,0,0,BLQ,643,Unf,365,1008,0,1008,0,1008,1,1,0,2,0,6,0,0,1,1953.0,0,240,0,18,0,5,0,1
129,1341,0,0,60.0,5520,IR1,0,FR2,0,0,1Fam,1.5Fin,5,7,1920,Gable,AsbShng,AsbShng,0,0.0,0,0,BrkTil,0,0,0,ALQ,68,Unf,497,565,0,565,651,1216,1,1,0,3,0,6,1,1,0,1920.0,0,355,0,0,180,4,0,11
130,521,1,1,112.0,12606,IR1,0,Inside,0,0,1Fam,1Story,9,5,2007,Gable,VinylSd,VinylSd,1,120.0,0,0,PConc,1,0,0,Unf,0,Unf,1530,1530,1,1530,0,1530,0,2,0,3,0,7,1,1,1,2008.0,0,984,212,136,0,5,0,1
131,2136,0,1,59.0,8660,IR1,0,Inside,0,0,1Fam,SLvl,5,5,1976,Gable,VinylSd,VinylSd,0,113.0,0,0,CBlock,1,0,0,GLQ,502,Unf,513,1015,0,1025,0,1025,0,2,0,3,0,6,1,0,0,1979.0,0,370,127,0,0,7,0,31
132,996,1,1,59.0,9042,IR1,0,Inside,0,0,1Fam,2Story,6,5,1998,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,1,GLQ,828,Unf,115,943,0,943,695,1638,1,2,1,3,0,7,2,0,1,1998.0,1,472,100,38,0,7,0,10
133,227,1,1,86.0,11227,Reg,0,Inside,0,0,1Fam,2Story,5,5,1968,Gable,HdBoard,HdBoard,0,0.0,0,0,CBlock,0,1,0,Rec,267,ALQ,0,720,1,720,720,1440,0,1,1,4,0,7,2,0,1,1968.0,0,480,192,38,0,3,0,42
134,135,0,1,75.0,11380,IR1,0,Inside,0,0,1Fam,SFoyer,6,8,1966,Gable,HdBoard,HdBoard,0,216.0,0,0,CBlock,0,0,1,GLQ,944,Unf,136,1080,0,1128,0,1128,1,1,0,2,0,5,1,1,1,1966.0,0,315,238,0,0,1,0,2
135,1167,0,1,24.0,2280,Reg,0,Inside,0,0,Twnhs,2Story,6,5,1999,Gable,MetalSd,MetalSd,1,216.0,0,0,PConc,1,0,0,GLQ,550,Unf,194,744,0,757,792,1549,1,2,1,3,0,6,0,0,0,1999.0,0,440,0,32,0,4,0,9
136,294,0,1,78.0,10452,IR1,0,Inside,0,0,1Fam,1.5Fin,7,6,1941,Gable,Wd Sdng,Wd Sdng,0,371.0,0,0,BrkTil,1,0,0,ALQ,426,BLQ,850,1528,1,1225,908,2133,1,1,1,4,0,8,2,0,1,1941.0,0,312,0,0,86,7,0,25
137,1776,1,1,75.0,9910,Reg,0,Inside,0,0,1Fam,1Story,7,6,2007,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,Unf,0,Unf,1369,1369,1,1369,0,1369,0,2,0,3,0,5,0,0,1,2007.0,0,605,0,203,0,9,1,0
138,540,1,1,63.0,13072,Reg,0,Inside,0,0,1Fam,1Story,7,5,2004,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,Unf,0,Unf,1114,1114,1,1114,0,1114,0,1,1,3,0,6,0,0,0,2005.0,0,576,248,102,0,5,0,4
139,1717,1,1,34.0,3901,Reg,0,Inside,1,0,Twnhs,1Story,6,5,2005,Gable,VinylSd,VinylSd,1,182.0,0,0,PConc,1,0,0,ALQ,866,Unf,436,1302,1,1302,0,1302,1,1,1,1,0,5,1,1,1,2005.0,0,631,110,50,0,8,1,1
140,2303,1,1,65.0,11625,IR1,0,Inside,0,0,1Fam,1Story,5,7,1983,Gable,HdBoard,HdBoard,0,0.0,0,0,CBlock,1,0,0,ALQ,596,Unf,220,816,0,816,0,816,1,1,0,2,0,4,0,0,1,1983.0,1,264,330,0,0,5,0,24
141,116,1,1,78.0,9360,Reg,0,Inside,0,0,1Fam,1Story,6,7,1972,Hip,Plywood,Plywood,0,0.0,0,0,CBlock,0,0,0,ALQ,982,Unf,179,1161,0,1381,0,1381,1,1,1,3,0,5,1,0,1,1972.0,0,676,0,0,0,3,0,4
142,127,1,1,68.0,9717,Reg,0,Inside,0,0,1Fam,1Story,5,6,1950,Hip,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,GLQ,49,Rec,0,1078,0,1078,0,1078,1,1,0,2,0,5,0,0,1,1950.0,0,240,366,0,112,4,0,14
143,1371,0,0,60.0,10320,Reg,0,Inside,0,0,1Fam,1.5Fin,6,7,1906,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,Unf,0,Unf,756,756,1,756,713,1469,0,1,0,3,0,7,0,0,0,1906.0,0,216,57,0,239,6,0,13
144,1014,1,1,0.0,31220,IR1,0,FR2,0,0,1Fam,1Story,6,2,1952,Hip,BrkFace,BrkFace,0,0.0,0,0,CBlock,0,0,0,Unf,0,Unf,1632,1632,0,1474,0,1474,0,1,0,3,0,7,2,1,1,1952.0,0,495,0,0,144,5,0,56
145,1507,0,1,57.0,8050,Reg,0,Inside,0,0,1Fam,1.5Fin,5,8,1947,Gable,MetalSd,MetalSd,0,0.0,0,0,Slab,0,0,0,NA,0,NA,0,0,0,929,208,1137,0,1,1,4,0,8,0,0,0,NA,0,0,0,0,0,4,0,15
146,702,0,0,60.0,7596,Reg,0,Inside,0,0,Duplex,2Story,5,5,1952,Hip,Wd Sdng,Wd Sdng,0,360.0,0,0,CBlock,0,0,0,Unf,0,Unf,960,960,0,960,1000,1960,0,2,0,4,0,10,0,0,0,1952.0,0,400,0,0,0,7,0,57
147,750,0,0,57.0,8094,Reg,0,Inside,0,0,1Fam,2Story,6,6,1915,Gable,MetalSd,MetalSd,0,0.0,0,0,PConc,0,0,0,Unf,0,Unf,1048,1048,0,1048,720,1768,0,2,0,3,0,8,0,0,0,1930.0,0,576,0,0,150,6,0,59
148,261,1,1,0.0,10900,IR1,0,FR2,0,0,1Fam,2Story,6,7,1977,Gable,HdBoard,HdBoard,0,153.0,0,0,CBlock,1,0,0,GLQ,378,Unf,311,689,1,689,703,1392,0,1,1,3,0,6,0,0,1,1977.0,1,299,0,36,0,3,0,33
149,1559,0,0,60.0,9000,Reg,0,Inside,0,0,1Fam,2Story,4,6,1920,Gable,MetalSd,MetalSd,0,0.0,0,0,Stone,0,0,0,Unf,0,Unf,592,592,1,432,432,864,0,1,1,3,0,5,0,0,0,1920.0,0,216,0,30,160,6,0,58
150,577,1,1,110.0,15417,Reg,0,Inside,1,0,1Fam,1Story,7,5,1981,Gable,BrkFace,BrkFace,0,0.0,0,0,CBlock,1,0,0,LwQ,121,Unf,1619,1740,0,1740,0,1740,0,1,1,2,0,7,0,0,1,1981.0,0,540,228,20,218,6,0,28
151,2812,1,1,89.0,11645,IR1,0,Corner,0,0,1Fam,2Story,7,5,2004,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,Unf,0,Unf,860,860,1,860,860,1720,0,2,1,3,0,7,0,0,1,2004.0,0,565,0,70,0,8,0,2
152,2080,0,1,70.0,10512,Reg,0,Inside,0,0,1Fam,1.5Fin,6,6,1954,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,CBlock,0,0,0,BLQ,491,Unf,497,988,1,988,638,1626,0,1,1,3,0,6,0,0,1,1954.0,0,332,366,0,0,5,0,53
153,1368,0,0,60.0,5586,IR1,0,Inside,0,0,1Fam,1.5Fin,6,7,1920,Gable,MetalSd,MetalSd,0,0.0,0,0,BrkTil,0,0,0,Unf,0,Unf,901,901,0,1088,110,1198,0,1,0,4,0,7,0,0,0,NA,0,0,0,98,0,9,0,10
154,2376,0,1,68.0,7838,Reg,0,Inside,0,0,1Fam,SFoyer,5,5,1967,Gable,HdBoard,HdBoard,0,0.0,0,0,CBlock,0,0,0,ALQ,769,Unf,95,864,0,900,0,900,1,1,0,3,0,6,1,0,1,1967.0,0,288,175,144,0,12,0,39
155,659,0,1,52.0,9022,Reg,0,Inside,0,0,1Fam,1Story,5,8,1924,Gable,VinylSd,VinylSd,0,0.0,0,0,BrkTil,0,0,0,Unf,0,Unf,768,768,1,792,0,792,0,1,0,2,0,5,0,0,0,1924.0,0,240,316,0,120,5,0,3
156,1235,1,1,0.0,7390,IR1,0,Inside,0,0,1Fam,1Story,5,7,1955,Hip,Wd Sdng,Wd Sdng,0,151.0,0,0,CBlock,0,0,0,ALQ,902,Unf,196,1098,0,1098,0,1098,1,1,0,3,0,6,0,0,1,1955.0,0,260,0,0,0,7,0,53
157,332,0,0,21.0,1900,Reg,0,Inside,0,0,TwnhsE,2Story,4,4,1970,Gable,CemntBd,CmentBd,0,0.0,0,0,CBlock,0,0,0,Unf,0,Unf,546,546,1,546,546,1092,0,1,1,3,0,5,0,0,0,NA,0,0,0,0,0,6,0,40
158,1917,1,1,73.0,8760,Reg,0,Inside,0,0,1Fam,1Story,6,7,1957,Gable,VinylSd,VinylSd,0,0.0,0,0,CBlock,0,0,0,ALQ,873,Unf,63,936,0,936,0,936,1,1,0,2,0,4,0,0,1,1957.0,0,315,0,0,0,9,0,8
159,2094,1,1,103.0,13125,IR1,0,Corner,0,0,1Fam,2Story,7,5,1991,Gable,HdBoard,HdBoard,0,0.0,0,0,PConc,1,0,0,BLQ,48,GLQ,422,1104,1,912,1215,2127,1,2,1,4,0,8,1,0,1,1991.0,0,833,72,192,224,11,0,16
160,1460,1,1,0.0,9240,Reg,0,Inside,0,0,1Fam,2Story,8,5,2001,Gable,VinylSd,VinylSd,0,396.0,0,0,PConc,1,0,0,Unf,0,Unf,1055,1055,1,1055,1208,2263,0,2,1,3,0,7,1,0,0,2001.0,1,905,0,45,0,9,0,6
161,1471,1,1,75.0,13125,Reg,0,Inside,0,0,1Fam,1Story,6,5,1997,Gable,VinylSd,VinylSd,0,215.0,0,0,PConc,1,0,1,GLQ,994,Unf,484,1478,1,1493,0,1493,1,2,0,3,0,7,1,0,1,1997.0,1,508,140,39,0,4,0,10
162,1509,0,1,70.0,11767,Reg,0,Inside,0,0,1Fam,1.5Fin,5,6,1946,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,BLQ,352,Unf,416,768,1,768,432,1200,0,1,0,3,0,6,0,0,0,1946.0,0,240,0,0,0,5,0,13
163,1922,1,1,80.0,9250,Reg,0,Corner,0,0,1Fam,1Story,5,7,1954,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,CBlock,0,0,0,BLQ,480,LwQ,108,1056,0,1056,0,1056,0,1,0,3,0,6,0,0,1,1954.0,0,260,390,0,0,7,0,2
164,433,1,1,105.0,13693,Reg,0,Inside,1,1,1Fam,1Story,10,5,2007,Hip,VinylSd,VinylSd,1,472.0,1,0,PConc,1,0,1,GLQ,2288,Unf,342,2630,1,2674,0,2674,2,2,1,2,1,8,2,1,1,2007.0,1,762,360,50,0,3,0,2
165,460,1,1,48.0,6472,Reg,0,Inside,1,0,TwnhsE,1Story,9,5,2008,Hip,VinylSd,VinylSd,0,500.0,1,0,PConc,1,0,0,Unf,0,Unf,1451,1451,1,1456,0,1456,0,2,0,2,1,6,1,1,1,2008.0,0,539,192,42,0,4,0,1
166,1116,1,1,78.0,10206,Reg,0,Inside,0,0,1Fam,1Story,8,5,2007,Gable,VinylSd,VinylSd,1,468.0,0,0,PConc,1,0,0,GLQ,33,Unf,1530,1563,1,1563,0,1563,0,2,0,3,0,6,1,1,1,2007.0,0,758,144,99,0,10,0,1
167,1137,1,1,66.0,13695,Reg,0,Inside,0,0,1Fam,1Story,6,5,2003,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,GLQ,814,Unf,300,1114,1,1114,0,1114,1,1,0,3,0,6,0,0,0,2004.0,0,576,0,78,0,7,0,4
168,53,1,1,43.0,3203,Reg,0,Inside,0,0,TwnhsE,1Story,7,5,2006,Gable,VinylSd,VinylSd,0,14.0,0,0,PConc,1,0,0,GLQ,16,Unf,1129,1145,1,1145,0,1145,0,2,0,2,0,6,0,0,1,2006.0,1,437,100,116,0,1,0,4
169,2354,1,1,75.0,9512,IR1,0,Inside,0,0,1Fam,2Story,7,5,2005,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,ALQ,788,Unf,172,960,1,960,1358,2318,1,2,1,3,0,8,1,1,0,2005.0,1,541,0,246,0,6,1,0
170,1475,1,1,75.0,9750,Reg,0,Inside,0,0,1Fam,1Story,7,5,2004,Gable,VinylSd,VinylSd,1,50.0,0,0,PConc,1,0,0,GLQ,24,Unf,1421,1445,1,1445,0,1445,0,2,0,3,0,6,0,0,1,2004.0,0,470,0,35,0,6,0,4
171,1761,1,1,160.0,15623,IR1,0,Corner,1,0,1Fam,2Story,10,5,1996,Hip,Wd Sdng,ImStucc,0,0.0,0,0,PConc,1,0,0,GLQ,2096,Unf,300,2396,1,2411,2065,4476,1,3,1,4,1,10,2,0,1,1996.0,1,813,171,78,0,7,0,11
172,842,1,1,60.0,8072,Reg,0,Inside,0,0,1Fam,1Story,5,5,1994,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,1,0,ALQ,746,Unf,244,990,1,990,0,990,1,1,0,3,0,5,0,0,0,2000.0,0,480,0,64,0,5,0,14
173,2739,0,1,78.0,11679,IR1,0,Inside,0,0,1Fam,SLvl,5,5,1962,Gable,Plywood,Plywood,1,96.0,0,0,CBlock,0,0,1,ALQ,612,Rec,0,1776,1,1560,0,1560,0,2,0,3,0,6,1,0,1,1962.0,1,528,453,253,144,5,0,44
174,2509,0,1,24.0,2544,Reg,0,Inside,0,0,Twnhs,2Story,7,5,2005,Gable,MetalSd,MetalSd,0,0.0,0,0,PConc,1,0,0,Unf,0,Unf,600,600,1,520,623,1223,0,2,1,2,0,4,0,0,0,2005.0,0,480,0,166,0,7,0,1
175,1007,1,1,0.0,10832,IR1,0,Corner,0,0,1Fam,2Story,7,5,1994,Gable,MetalSd,MetalSd,0,0.0,0,0,PConc,1,0,0,Unf,0,Unf,712,712,1,1086,809,1895,0,2,1,3,0,7,1,0,1,1994.0,1,409,143,46,0,10,0,12
176,2610,0,1,77.0,9786,IR1,0,Inside,0,0,1Fam,1.5Fin,6,7,1962,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,CBlock,0,0,0,Rec,600,Unf,312,912,0,1085,649,1734,0,1,1,3,0,7,1,1,1,1962.0,0,440,0,0,0,6,0,25
177,1952,0,1,60.0,5400,Reg,0,Corner,0,0,1Fam,1Story,5,6,1920,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,BrkTil,0,0,0,Unf,0,Unf,691,691,1,691,0,691,0,1,0,2,1,4,0,0,0,1920.0,0,216,0,20,94,1,0,57
178,2719,0,1,75.0,8235,Reg,0,Inside,0,0,Duplex,1Story,5,4,1977,Gable,Plywood,Plywood,0,99.0,0,0,CBlock,0,0,0,Rec,483,Unf,1466,1949,0,1949,0,1949,0,2,0,6,0,10,0,0,1,1977.0,0,586,32,0,0,5,0,29
179,2921,0,0,21.0,1894,Reg,0,Inside,0,0,TwnhsE,2Story,4,5,1970,Gable,CemntBd,CmentBd,0,0.0,0,0,CBlock,0,0,0,Rec,252,Unf,294,546,0,546,546,1092,0,1,1,3,0,6,0,0,0,1970.0,0,286,0,24,0,4,0,36
180,1966,1,1,70.0,7903,Reg,0,Inside,0,0,1Fam,1Story,5,5,1960,Hip,BrkFace,BrkFace,0,0.0,0,0,CBlock,0,0,0,Rec,739,Unf,503,1242,0,1242,0,1242,1,1,1,3,0,6,0,0,1,1960.0,0,324,0,0,0,5,0,47
