,Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,Mo Sold,Sale Type,SalePrice,Age
312,2088,0,1,50.0,7550,Reg,0,Inside,0,0,1Fam,1.5Fin,4,5,1920,Gambrel,MetalSd,MetalSd,0,0.0,0,0,BrkTil,0,0,0,Unf,0.0,Unf,951.0,951.0,0,986,376,1362,0.0,2,0,4,0,7,0,0,0,1920.0,0,280.0,0,0,0,3,0,96000,57
313,527,1,1,65.0,8125,Reg,0,Inside,0,0,1Fam,2Story,7,5,2006,Gable,CemntBd,CmentBd,1,100.0,0,0,PConc,1,0,0,GLQ,812.0,Unf,280.0,1092.0,1,1112,438,1550,1.0,2,0,2,0,7,0,0,1,2007.0,1,438.0,0,168,0,10,0,241000,2
314,1824,1,1,40.0,13673,IR1,0,CulDSac,0,0,1Fam,1Story,5,5,1962,Gable,HdBoard,HdBoard,0,0.0,0,0,CBlock,0,0,0,Unf,0.0,Unf,1140.0,1140.0,0,1696,0,1696,0.0,1,1,3,0,8,1,0,1,1962.0,0,349.0,0,30,0,3,0,143900,45
315,2918,0,0,21.0,1533,Reg,0,Inside,0,0,Twnhs,2Story,4,5,1970,Gable,CemntBd,CmentBd,0,0.0,0,0,CBlock,0,0,0,Rec,408.0,Unf,138.0,546.0,0,546,546,1092,0.0,1,1,3,0,5,0,0,0,1970.0,0,286.0,0,0,0,12,0,87550,36
316,49,1,1,61.0,7658,Reg,0,Inside,1,0,TwnhsE,1Story,9,5,2005,Hip,MetalSd,MetalSd,0,412.0,1,0,PConc,1,0,0,GLQ,456.0,Unf,1296.0,1752.0,1,1752,0,1752,1.0,2,0,2,1,6,1,1,1,2005.0,0,576.0,196,82,0,2,0,319900,5
317,2332,1,1,63.0,12292,IR1,1,CulDSac,1,0,1Fam,2Story,9,5,2006,Hip,VinylSd,VinylSd,0,184.0,0,0,PConc,1,1,1,GLQ,205.0,Unf,889.0,1094.0,1,1102,1371,2473,0.0,2,1,4,0,11,1,1,0,2006.0,1,675.0,246,39,0,7,1,356383,0
318,826,1,1,122.0,11923,IR1,0,Corner,0,0,1Fam,1Story,9,5,2007,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,Unf,0.0,Unf,1800.0,1800.0,1,1800,0,1800,0.0,2,0,2,1,7,0,0,1,2007.0,1,702.0,288,136,0,5,0,239000,2
319,1108,1,1,91.0,10010,Reg,0,Inside,1,0,1Fam,2Story,7,5,1993,Hip,VinylSd,VinylSd,0,320.0,0,0,PConc,1,0,0,BLQ,228.0,GLQ,0.0,1080.0,1,1108,1089,2197,1.0,2,1,4,0,9,1,1,1,1993.0,1,783.0,385,99,0,7,0,287500,14
320,2041,0,0,0.0,12358,IR1,0,Inside,0,0,1Fam,1.5Fin,5,6,1941,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,Rec,360.0,Unf,360.0,720.0,0,854,0,1382,0.0,1,1,2,0,7,0,0,0,1991.0,0,660.0,237,0,0,5,0,128500,57
321,57,1,1,63.0,8577,IR1,0,Inside,0,0,1Fam,2Story,7,5,2004,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,Unf,0.0,Unf,847.0,847.0,1,847,886,1733,0.0,2,1,3,0,7,1,1,0,2004.0,1,433.0,144,48,0,4,0,185088,6
322,520,1,1,72.0,8640,Reg,0,Inside,0,0,1Fam,1Story,7,5,2008,Hip,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,Unf,0.0,Unf,1402.0,1402.0,1,1402,0,1402,0.0,2,0,3,0,7,0,0,1,2008.0,0,625.0,205,126,0,5,0,229800,1
323,2305,1,1,62.0,10447,Reg,0,Inside,0,0,1Fam,1Story,5,6,1984,Gable,Plywood,HdBoard,0,0.0,0,0,CBlock,0,0,0,ALQ,516.0,Unf,348.0,864.0,0,887,0,887,0.0,1,0,3,0,5,0,0,1,1984.0,0,288.0,140,0,0,12,0,124500,23
324,2533,1,1,80.0,9600,Reg,0,Corner,0,0,1Fam,1Story,5,5,1968,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,ALQ,758.0,Unf,293.0,1051.0,0,1051,0,1051,1.0,1,0,3,0,6,0,0,1,1968.0,0,504.0,0,0,0,7,0,142000,38
325,2852,0,1,69.0,4899,Reg,1,Corner,0,0,1Fam,2Story,6,8,1920,Gable,MetalSd,MetalSd,0,0.0,0,0,PConc,0,0,0,BLQ,305.0,Unf,450.0,755.0,1,755,755,1510,0.0,1,0,3,0,6,0,0,0,1920.0,0,216.0,0,0,164,6,0,149000,56
326,1198,0,1,87.0,9246,IR1,0,Inside,0,0,Duplex,1Story,5,5,1973,Gable,Plywood,Plywood,0,564.0,0,0,CBlock,0,0,0,Unf,0.0,Unf,1656.0,1656.0,0,1656,0,1656,0.0,2,0,4,0,8,0,0,0,1973.0,0,506.0,0,211,0,11,0,135000,35
327,1681,1,1,0.0,4928,IR1,0,Inside,0,0,TwnhsE,1Story,6,5,1976,Gable,Plywood,Plywood,0,0.0,0,0,CBlock,1,0,0,ALQ,120.0,Unf,958.0,1078.0,0,958,0,958,0.0,2,0,2,0,5,1,0,1,1977.0,0,440.0,0,205,0,2,0,128000,31
328,1773,1,1,0.0,12692,IR1,0,Inside,1,0,1Fam,1Story,8,5,1992,Hip,BrkFace,BrkFace,0,0.0,0,0,PConc,1,0,0,GLQ,1231.0,Unf,1969.0,3200.0,1,3228,0,3228,1.0,3,0,4,0,10,1,1,1,1992.0,0,546.0,264,75,291,5,0,430000,14
329,1825,1,1,84.0,7476,Reg,0,Corner,0,0,1Fam,1Story,5,7,1968,Gable,HdBoard,HdBoard,0,0.0,0,0,CBlock,0,0,0,Rec,812.0,Unf,228.0,1040.0,0,1040,0,1040,1.0,1,1,3,0,5,0,0,0,1991.0,1,686.0,188,0,0,6,0,145000,39
330,2208,0,1,53.0,5362,Reg,0,Corner,0,0,1Fam,1.5Fin,5,6,1910,Gable,Wd Sdng,Wd Shng,0,0.0,0,0,PConc,0,0,0,Unf,0.0,Unf,661.0,661.0,1,661,589,1250,0.0,2,0,3,0,8,1,1,0,1985.0,0,552.0,242,0,81,11,0,139000,4
331,1646,0,1,78.0,12090,Reg,0,Inside,0,0,1Fam,SLvl,6,7,1984,Hip,VinylSd,VinylSd,0,74.0,0,0,CBlock,1,0,0,Unf,0.0,Unf,585.0,585.0,1,1140,728,1868,0.0,3,1,3,0,7,1,0,0,1984.0,1,477.0,268,112,0,1,0,178000,4
332,1060,1,1,96.0,12539,Reg,0,Inside,1,1,1Fam,2Story,10,5,2005,Hip,CemntBd,CmentBd,0,468.0,1,0,PConc,1,0,1,GLQ,1082.0,Unf,538.0,1620.0,1,1632,1158,2790,1.0,2,1,4,1,10,1,1,0,2005.0,1,1150.0,30,200,0,6,0,460000,2
333,748,0,1,0.0,11888,IR1,0,Inside,0,1,1Fam,2.5Unf,6,6,1916,Gable,Wd Sdng,Wd Shng,0,0.0,0,0,BrkTil,0,0,0,Unf,0.0,Unf,844.0,844.0,0,1445,689,2134,0.0,2,0,5,0,10,0,0,0,1930.0,0,441.0,0,60,268,7,0,214500,15
334,2846,0,0,0.0,7082,Reg,0,Inside,0,0,2fmCon,2Story,5,8,1916,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,0,0,0,Unf,0.0,Unf,686.0,686.0,0,948,980,1928,0.0,2,0,5,0,10,0,0,0,NA,0,0.0,0,0,228,7,0,160000,11
335,493,1,1,0.0,8755,IR1,0,FR2,0,0,1Fam,2Story,7,5,1999,Gable,VinylSd,VinylSd,0,298.0,0,0,PConc,1,0,0,ALQ,772.0,Unf,220.0,992.0,1,1022,1038,2060,1.0,2,1,3,0,8,1,0,0,1999.0,0,390.0,0,0,0,6,0,214000,10
336,694,0,0,68.0,4080,Reg,0,Inside,0,0,1Fam,1.5Fin,6,8,1935,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,PConc,0,0,0,Unf,0.0,Unf,901.0,901.0,0,861,517,1378,0.0,1,0,3,0,6,0,0,0,1920.0,0,162.0,54,0,40,6,0,128900,11
337,2283,0,1,0.0,32463,Reg,0,Inside,0,0,2fmCon,1Story,4,4,1961,Gable,MetalSd,MetalSd,1,149.0,0,0,CBlock,0,0,0,BLQ,1159.0,Unf,90.0,1249.0,1,1622,0,1622,1.0,1,0,3,0,7,1,0,0,1975.0,1,1356.0,439,0,0,3,0,168000,32
338,1800,1,1,112.0,12217,IR1,0,Inside,0,0,1Fam,2Story,8,5,2007,Hip,WdShing,Wd Shng,0,0.0,0,0,PConc,1,0,0,GLQ,745.0,Unf,210.0,955.0,1,955,925,1880,1.0,2,1,3,1,8,1,1,1,2007.0,1,880.0,168,127,0,12,1,310013,0
339,1632,1,1,0.0,3696,Reg,0,Inside,1,0,TwnhsE,1Story,8,5,1986,Gable,HdBoard,HdBoard,0,0.0,0,0,CBlock,1,0,0,Unf,0.0,Unf,1074.0,1074.0,1,1088,0,1088,0.0,1,1,2,0,5,0,0,1,1987.0,0,461.0,0,74,137,10,0,170000,21
340,2624,1,1,70.0,7560,Reg,0,Inside,0,0,1Fam,1Story,5,5,1959,Gable,BrkFace,Wd Sdng,0,0.0,0,0,CBlock,0,0,0,LwQ,369.0,Unf,671.0,1040.0,0,1040,0,1040,0.0,1,0,3,0,6,0,0,1,1959.0,0,286.0,140,0,252,7,0,133700,47
341,2197,0,1,55.0,10592,Reg,0,Inside,0,0,1Fam,2Story,6,7,1923,Hip,Wd Sdng,Wd Sdng,0,0.0,0,0,PConc,0,0,0,Unf,0.0,Unf,602.0,602.0,0,900,602,1502,0.0,1,1,3,0,7,2,0,0,1923.0,0,180.0,96,0,112,8,0,165000,11
342,1045,0,0,21.0,1680,Reg,0,Inside,0,0,TwnhsE,2Story,6,3,1971,Gable,HdBoard,HdBoard,0,604.0,0,0,CBlock,0,0,0,ALQ,358.0,Unf,125.0,483.0,0,483,504,987,0.0,1,1,2,0,5,0,0,0,1971.0,0,264.0,0,0,0,8,0,89500,37
343,2549,0,1,75.0,10382,Reg,0,Inside,0,0,2fmCon,SLvl,6,5,1958,Hip,HdBoard,HdBoard,0,105.0,0,0,CBlock,0,0,1,ALQ,513.0,Unf,75.0,588.0,0,1095,0,1095,1.0,1,0,2,0,6,0,0,1,1958.0,0,264.0,0,0,0,3,0,140000,48
344,2829,0,0,24.0,2522,Reg,0,Inside,0,0,Twnhs,2Story,7,5,2004,Gable,VinylSd,VinylSd,1,50.0,0,0,PConc,1,0,0,Unf,0.0,Unf,970.0,970.0,1,970,739,1709,0.0,2,0,3,0,7,0,0,0,2004.0,0,380.0,0,40,0,5,0,134000,2
345,2480,1,1,70.0,9370,IR2,0,Inside,0,0,1Fam,2Story,6,5,1992,Gable,HdBoard,HdBoard,0,0.0,0,0,PConc,1,0,0,ALQ,758.0,Unf,78.0,836.0,1,844,887,1731,1.0,2,1,3,0,7,0,0,1,1992.0,0,462.0,307,85,0,10,0,248500,13
346,2724,0,1,0.0,10246,IR1,0,CulDSac,0,0,1Fam,SLvl,4,9,1965,Gable,VinylSd,VinylSd,0,0.0,0,0,CBlock,0,1,0,GLQ,648.0,Unf,0.0,648.0,1,960,0,960,1.0,0,0,0,0,3,0,0,1,1965.0,0,364.0,88,0,0,5,0,145000,5
347,2352,1,1,85.0,11475,Reg,0,Inside,0,0,1Fam,2Story,6,6,1975,Gable,VinylSd,VinylSd,0,0.0,0,0,CBlock,1,0,0,ALQ,550.0,Unf,163.0,713.0,0,811,741,1552,1.0,2,1,3,0,6,1,0,1,1975.0,0,434.0,209,208,0,2,0,179900,31
348,1783,1,1,75.0,9986,Reg,0,Inside,0,0,1Fam,1Story,8,5,2006,Gable,VinylSd,VinylSd,0,428.0,0,0,PConc,1,0,0,Unf,0.0,Unf,1795.0,1795.0,1,1795,0,1795,0.0,2,0,2,0,7,1,1,1,2007.0,0,895.0,0,49,0,2,1,147000,0
349,338,1,1,63.0,10475,Reg,0,Inside,0,0,1Fam,2Story,5,5,1991,Gable,HdBoard,HdBoard,0,0.0,0,0,PConc,1,0,0,Rec,458.0,Unf,166.0,624.0,0,624,650,1274,0.0,1,1,3,0,6,0,0,0,1993.0,0,576.0,22,0,0,3,0,136000,19
350,196,0,0,50.0,6000,Reg,0,Inside,0,0,1Fam,1.5Fin,6,6,1940,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,LwQ,264.0,Unf,308.0,572.0,1,848,348,1196,0.0,1,1,3,0,6,2,1,0,1973.0,0,576.0,0,0,0,3,0,128000,60
351,762,1,1,50.0,4280,IR1,0,Inside,0,0,1Fam,1Story,4,9,1946,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,Unf,0.0,Unf,560.0,560.0,1,704,0,704,0.0,1,0,2,0,4,0,0,0,1946.0,0,220.0,0,0,24,9,0,88750,8
352,151,1,1,119.0,10895,Reg,0,Corner,0,0,1Fam,1Story,5,6,1955,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,Rec,648.0,Unf,324.0,972.0,0,972,0,972,0.0,1,0,3,0,5,0,0,1,1955.0,0,305.0,0,0,205,6,0,122500,55
353,158,0,1,78.0,17503,Reg,0,Inside,0,0,1Fam,1.5Fin,6,5,1948,Gable,VinylSd,VinylSd,0,0.0,0,0,CBlock,0,0,0,Unf,0.0,Unf,912.0,912.0,0,912,546,1458,0.0,1,0,3,0,6,1,1,1,1948.0,0,330.0,192,0,0,1,0,97500,60
354,2572,1,1,109.0,9723,IR1,0,Corner,0,0,1Fam,1Story,6,7,1963,Hip,MetalSd,MetalSd,0,332.0,0,0,CBlock,0,0,0,Unf,0.0,Unf,1008.0,1008.0,0,1008,0,1008,0.0,1,0,2,0,5,0,0,1,1963.0,0,430.0,0,0,0,10,0,135000,43
355,1686,1,1,90.0,11694,Reg,0,Inside,1,0,1Fam,1Story,9,5,2007,Hip,CemntBd,CmentBd,0,452.0,1,0,PConc,1,0,0,GLQ,48.0,Unf,1774.0,1822.0,1,1828,0,1828,0.0,2,0,3,0,9,1,1,1,2007.0,0,774.0,0,108,0,7,1,314813,0
356,943,0,0,105.0,8470,IR1,0,Corner,0,0,1Fam,1.5Fin,3,2,1915,Hip,Plywood,Plywood,0,0.0,0,0,CBlock,0,0,0,Unf,0.0,Unf,1013.0,1013.0,0,1013,0,1526,0.0,1,0,2,0,6,0,0,0,NA,0,0.0,0,0,156,10,0,85000,27
357,735,0,0,50.0,6000,Reg,0,Inside,0,0,1Fam,1.5Fin,6,9,1937,Gable,MetalSd,MetalSd,0,0.0,0,0,BrkTil,0,0,0,Unf,0.0,Unf,698.0,698.0,0,786,390,1176,0.0,1,0,2,0,4,0,0,0,1999.0,0,624.0,210,0,0,7,0,134900,9
358,2741,1,1,70.0,10519,Reg,0,Inside,0,0,1Fam,1Story,5,8,1955,Hip,MetalSd,MetalSd,1,164.0,0,0,CBlock,0,0,0,Unf,0.0,Unf,1057.0,1057.0,0,1057,0,1057,0.0,1,0,3,0,6,0,0,1,1955.0,0,288.0,0,0,0,3,0,137000,7
359,1106,1,1,91.0,10437,IR1,0,Inside,1,0,1Fam,1Story,8,6,1995,Hip,MetalSd,MetalSd,0,660.0,0,0,PConc,1,0,1,GLQ,1696.0,Unf,413.0,2109.0,1,2113,0,2113,1.0,2,1,2,0,7,1,0,1,1995.0,1,839.0,236,46,0,8,0,350000,13
360,2375,1,1,65.0,7514,Reg,0,Inside,0,0,1Fam,1Story,5,7,1967,Hip,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,ALQ,373.0,Rec,462.0,943.0,0,1387,0,1387,1.0,1,0,3,0,6,1,0,1,1974.0,0,300.0,0,0,240,9,0,145000,31
361,1701,1,1,118.0,13654,IR1,0,CulDSac,1,0,1Fam,2Story,9,5,2005,Gable,MetalSd,MetalSd,0,365.0,0,0,PConc,1,0,1,Unf,0.0,Unf,1704.0,1704.0,1,1722,1036,2758,0.0,2,1,4,1,9,1,1,0,2005.0,1,814.0,282,55,0,5,0,418000,1
362,2657,0,0,48.0,5747,Reg,0,Inside,0,0,1Fam,1Story,3,4,1920,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,PConc,0,0,0,Unf,0.0,Unf,798.0,798.0,0,840,0,840,0.0,1,0,2,0,5,0,0,0,1938.0,0,250.0,112,0,0,6,0,64000,56
363,907,0,0,55.0,4500,IR2,0,Inside,0,0,1Fam,1.5Fin,5,5,1932,Gable,VinylSd,Stucco,0,0.0,0,0,BrkTil,0,0,0,Rec,182.0,Unf,611.0,793.0,1,848,672,1520,0.0,1,0,3,0,6,0,0,0,1968.0,0,281.0,0,0,56,7,0,159434,9
364,1777,1,1,91.0,11830,Reg,0,Inside,0,0,1Fam,1Story,8,5,2007,Gable,VinylSd,VinylSd,0,164.0,0,0,PConc,1,0,0,GLQ,1220.0,Unf,322.0,1542.0,1,1542,0,1542,1.0,2,0,3,0,6,1,1,1,2007.0,0,852.0,168,110,0,7,1,260261,0
365,164,0,1,71.0,8520,Reg,0,Corner,0,0,1Fam,1.5Fin,5,4,1952,Gable,BrkFace,Wd Sdng,0,0.0,0,0,CBlock,0,0,0,Rec,507.0,Unf,403.0,910.0,0,910,475,1385,0.0,2,0,4,0,6,0,0,0,2000.0,0,720.0,0,0,0,6,0,166000,58
366,1973,0,1,66.0,6760,Reg,0,Inside,0,0,1Fam,SFoyer,5,5,1962,Gable,HdBoard,HdBoard,0,0.0,0,0,CBlock,0,0,0,ALQ,734.0,Unf,162.0,896.0,0,936,0,936,1.0,1,0,3,0,6,1,0,1,1962.0,0,288.0,24,90,160,10,0,130000,45
367,2857,0,1,51.0,6191,Reg,0,Corner,0,0,1Fam,1.5Fin,5,4,1941,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,CBlock,0,0,0,LwQ,384.0,Unf,440.0,824.0,0,824,464,1288,0.0,1,0,4,0,6,0,0,0,1941.0,0,240.0,0,0,0,11,0,112000,56
368,1208,1,1,80.0,8700,Reg,0,Inside,0,0,1Fam,1Story,5,6,1963,Hip,MetalSd,MetalSd,0,148.0,0,0,CBlock,0,0,0,ALQ,776.0,Unf,344.0,1120.0,0,1128,0,1128,1.0,2,0,3,0,6,0,0,1,1963.0,0,525.0,192,20,123,12,0,155000,45
369,319,1,1,92.0,12003,Reg,0,Corner,0,0,1Fam,2Story,8,5,2009,Gable,VinylSd,VinylSd,0,84.0,0,0,PConc,1,0,0,Unf,0.0,Unf,774.0,774.0,1,774,1194,1968,0.0,2,1,4,1,8,1,1,0,2009.0,1,680.0,0,75,0,5,1,269500,0
370,2567,0,1,0.0,12700,IR1,0,Inside,0,0,1Fam,SLvl,6,5,1964,Gable,HdBoard,HdBoard,0,0.0,0,0,CBlock,0,0,0,ALQ,939.0,Unf,307.0,1246.0,0,1246,0,1246,1.0,1,0,3,0,6,2,1,1,1964.0,0,441.0,0,69,0,11,0,172000,42
371,2222,0,1,75.0,13125,Reg,0,Inside,0,0,1Fam,2Story,7,6,1940,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,CBlock,0,0,0,BLQ,410.0,Unf,390.0,800.0,0,960,780,1740,0.0,1,1,3,0,6,2,1,1,1940.0,0,240.0,0,0,0,7,0,219500,23
372,2493,1,1,0.0,8638,IR1,0,Inside,0,0,1Fam,1Story,5,6,1963,Gable,HdBoard,HdBoard,0,0.0,0,0,PConc,0,0,0,ALQ,181.0,Unf,744.0,925.0,0,925,0,925,1.0,1,0,2,0,5,0,0,0,1990.0,0,484.0,203,74,0,10,0,133500,43
373,1757,0,1,76.0,9967,IR1,0,Inside,0,0,1Fam,SLvl,7,5,2000,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,Unf,0.0,Unf,384.0,384.0,1,774,656,1430,0.0,2,1,3,0,8,1,0,0,2000.0,0,400.0,100,0,0,12,0,170000,7
374,184,0,0,60.0,9600,Reg,0,Corner,0,0,1Fam,2Story,8,9,1900,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,BrkTil,0,0,0,Unf,0.0,Unf,930.0,930.0,0,930,636,1566,0.0,2,0,3,0,7,0,0,0,1930.0,0,288.0,54,228,246,4,0,150000,7
375,1248,1,1,0.0,12774,Reg,0,Inside,0,0,1Fam,1Story,5,5,1953,Hip,MetalSd,MetalSd,0,0.0,0,0,PConc,0,0,0,BLQ,624.0,LwQ,232.0,984.0,0,950,0,950,0.0,1,0,2,0,5,0,0,0,1953.0,0,400.0,0,32,0,7,0,130000,55
376,2574,0,1,70.0,8163,Reg,0,Inside,0,0,1Fam,SLvl,5,6,1959,Gable,HdBoard,HdBoard,0,128.0,0,0,CBlock,0,0,0,ALQ,748.0,BLQ,102.0,1144.0,0,1144,0,1144,1.0,1,0,3,0,6,1,0,1,1959.0,0,796.0,86,0,0,3,0,143000,47
377,1215,1,1,90.0,9900,Reg,0,Corner,0,0,1Fam,1Story,5,5,1961,Gable,Plywood,Plywood,0,0.0,0,0,CBlock,0,0,0,Unf,0.0,Unf,1114.0,1114.0,0,1114,0,1114,1.0,1,0,3,0,5,0,0,1,1961.0,0,451.0,0,0,0,5,0,140000,47
378,1614,1,1,95.0,13651,IR1,0,Inside,0,0,1Fam,1Story,7,6,1973,Gable,Plywood,Plywood,0,1115.0,0,0,CBlock,1,0,1,ALQ,1880.0,Unf,343.0,2223.0,1,2223,0,2223,1.0,2,0,3,0,8,2,1,1,1973.0,1,516.0,300,0,0,2,0,244000,34
379,2039,0,0,60.0,7200,Reg,0,Inside,0,0,1Fam,2.5Unf,5,7,1920,Gable,MetalSd,MetalSd,0,0.0,0,0,BrkTil,0,0,0,Unf,0.0,Unf,530.0,530.0,0,581,530,1111,0.0,1,0,3,0,6,0,0,0,1935.0,0,288.0,0,0,144,3,0,101000,11
380,2669,1,0,65.0,9750,Reg,0,Inside,0,0,1Fam,1Story,5,5,1958,Hip,HdBoard,HdBoard,0,0.0,0,0,CBlock,0,0,0,Unf,0.0,Unf,960.0,960.0,1,960,0,960,0.0,1,0,3,0,5,0,0,0,2002.0,0,624.0,0,0,0,7,0,125000,48
381,1005,1,1,73.0,11184,IR1,0,Corner,0,0,1Fam,2Story,6,5,1998,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,Unf,0.0,Unf,932.0,932.0,0,932,701,1633,0.0,2,1,3,0,7,1,0,1,1998.0,1,460.0,0,39,0,4,0,183000,10
382,753,0,0,92.0,5520,Reg,0,Corner,0,0,1Fam,2.5Fin,6,6,1912,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,CBlock,0,0,0,Unf,0.0,Unf,755.0,755.0,1,929,929,2229,0.0,1,0,5,0,8,0,0,0,NA,0,0.0,0,198,30,7,0,104000,59
383,1275,0,1,64.0,6390,Reg,0,Corner,0,0,1Fam,1.5Unf,6,7,1954,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,Unf,0.0,Unf,936.0,936.0,0,984,0,984,1.0,1,0,2,0,4,0,0,0,1954.0,0,280.0,0,0,0,6,0,112500,54
384,2350,1,1,79.0,10240,Reg,0,Inside,0,0,1Fam,1Story,6,6,1980,Gable,Plywood,Plywood,0,157.0,0,0,CBlock,1,0,0,BLQ,625.0,LwQ,0.0,1686.0,0,1686,0,1686,1.0,2,0,3,0,7,1,0,1,1980.0,0,612.0,384,131,0,5,0,207500,26
385,2762,1,1,78.0,9316,Reg,0,Inside,0,0,1Fam,1Story,7,5,2005,Gable,VinylSd,VinylSd,0,140.0,0,0,PConc,1,0,1,GLQ,56.0,Unf,1558.0,1614.0,1,1614,0,1614,0.0,2,0,3,0,7,1,1,1,2005.0,1,576.0,100,45,0,3,0,225000,1
386,2788,1,1,60.0,7200,Reg,0,Inside,0,0,1Fam,1Story,5,8,1972,Gable,VinylSd,VinylSd,0,0.0,0,0,CBlock,0,0,0,BLQ,437.0,Unf,427.0,864.0,1,864,0,864,0.0,1,0,3,0,5,0,0,0,1977.0,0,297.0,0,0,0,3,0,119900,34
387,2384,1,1,108.0,12228,Reg,0,Corner,1,0,1Fam,1Story,7,5,2006,Hip,VinylSd,VinylSd,1,206.0,0,0,PConc,1,1,0,Unf,0.0,Unf,1721.0,1721.0,1,1740,0,1740,0.0,2,0,4,0,8,0,0,1,2006.0,0,874.0,0,43,0,9,1,293000,0
388,2716,1,1,78.0,10335,IR1,0,Inside,0,0,1Fam,1Story,5,6,1968,Gable,Plywood,Plywood,0,0.0,0,0,CBlock,0,0,0,Rec,570.0,Unf,891.0,1461.0,0,1721,0,1721,0.0,2,1,3,0,7,1,0,1,1968.0,0,440.0,0,96,180,7,0,180000,13
389,313,0,1,0.0,12328,IR1,0,Inside,0,0,1Fam,SLvl,6,5,1976,Gable,HdBoard,HdBoard,0,335.0,0,0,CBlock,0,0,0,GLQ,539.0,Unf,473.0,1012.0,0,1034,0,1034,1.0,1,0,3,0,6,0,0,1,1976.0,0,888.0,0,0,0,5,0,169900,34
390,84,0,0,68.0,8930,Reg,0,Inside,0,0,Duplex,1.5Fin,6,5,1978,Gable,VinylSd,VinylSd,0,0.0,0,0,Slab,0,0,0,NA,0.0,NA,0.0,0.0,0,1318,584,1902,0.0,2,0,4,0,8,0,0,1,1978.0,0,539.0,0,0,0,4,0,112000,32
391,81,1,1,81.0,9672,Reg,0,Corner,0,0,1Fam,1Story,6,5,1984,Hip,HdBoard,Plywood,0,0.0,0,0,PConc,1,0,0,GLQ,338.0,Unf,702.0,1040.0,0,1097,0,1097,0.0,2,0,3,0,6,0,0,1,1986.0,0,480.0,0,0,0,5,0,152000,25
392,2389,1,1,120.0,13975,IR1,0,Corner,1,0,1Fam,2Story,9,5,2005,Hip,VinylSd,VinylSd,0,525.0,0,0,PConc,1,0,0,Unf,0.0,Unf,1090.0,1090.0,1,1117,1089,2206,0.0,2,1,4,1,10,1,1,0,2005.0,1,670.0,148,95,0,8,1,300000,0
393,280,0,1,94.0,7819,Reg,0,Inside,0,0,1Fam,SLvl,6,5,1976,Gable,Plywood,Plywood,0,0.0,0,0,CBlock,0,0,0,ALQ,422.0,BLQ,480.0,1029.0,0,1117,0,1117,1.0,1,0,3,0,6,1,0,0,1976.0,0,672.0,144,0,0,3,0,107000,34
394,190,0,0,60.0,11340,Reg,0,Inside,0,0,2fmCon,2Story,4,6,1885,Gable,VinylSd,AsbShng,0,0.0,0,0,PConc,0,0,0,Unf,0.0,Unf,777.0,777.0,0,1246,1044,2290,0.0,2,0,4,0,11,0,0,0,1971.0,0,560.0,0,0,114,4,0,122500,60
395,2371,0,0,21.0,1680,Reg,0,Inside,0,0,Twnhs,2Story,6,5,1972,Gable,HdBoard,HdBoard,0,504.0,0,0,CBlock,0,0,0,ALQ,276.0,Unf,207.0,483.0,0,483,465,948,0.0,1,1,2,0,5,0,0,0,1972.0,0,264.0,0,0,0,7,0,89000,34
